conllu_index,correct,incorrect
673,"Serce drżało w Adasiu, gdy dotknął rękami długo szukanych drzwi: pokrzywił je reumatyzm starości i stoczyły je czerwie.","Serce drżało w Adasiu, gdy dotknął rękami długo szukanych drzwi: pokrzywił je reumatyzm starości i stoczyły je czerwie."
676,Nie ma na nich żadnego napisu.,Nie ma na nich żadnego napisu.
697,Serce w nim zamarło: są znaki!,Serce w nim zamarło: są znaki!
723,"Panna Wanda otwarła dość szeroko fiołkowe oczy i cicho westchnąwszy spojrzała w tę stronę, ""skąd pierwsze gwiazdy na niebie zaświecą"".","Panna Wanda otwarła dość szeroko fiołkowe oczy i cicho westchnąwszy spojrzała w tę stronę, ""skąd pierwsze gwiazdy na niebie zaświecą""."
731,W wielkim domu znajdziesz dwie malowane brody.,W wielkim domu znajdziesz dwie malowane brody.
735,"A pan Gąsowski, też jakby urzeczony, podniósł ją ręką i spojrzał na nią ze zdziwieniem.","A pan Gąsowski, też jakby urzeczony, podniósł ją ręką i spojrzał na nią ze zdziwieniem."
742,"Po wyjściu udręczonego chłopca uśmiech odleciał z oczów Adasia jak motyl, co przysiadł na nich tylko na chwilę.","Po wyjściu udręczonego chłopca uśmiech odleciał z oczów Adasia jak motyl, co przysiadł na nich tylko na chwilę."
751,"Tylko ulewa huczała nieprzerwanym, mokrym hukiem.","Tylko ulewa huczała nieprzerwanym, mokrym hukiem."
762,jaka ogromna kryje się w was tajemnica.,jaka ogromna kryje się w was tajemnica.
769,"Góra lodowa rośnie wszerz i na wysokość, a sięga nieraz na kilkanaście wiorst w głąb rzeki.","Góra lodowa rośnie wszerz i na wysokość, a sięga nieraz na kilkanaście wiorst w głąb rzeki."
771,Mnóstwo siedzib ludzkich staje pod wodą.,Mnóstwo siedzib ludzkich staje pod wodą.
774,Nie zląkł się pątnik cichy.,Nie zląkł się pątnik cichy.
779,Nad Odrą stoi obrońca.,Nad Odrą stoi obrońca.
783,Po mostach na łużyce rzuconych wraca cesarz schorzały w swe strony.,Po mostach na łużyce rzuconych wraca cesarz schorzały w swe strony.
784,Obok rudła z nieruchomymi w dłoniach wiosłami stał młodociany przewoźnik.,Obok rudła z nieruchomymi w dłoniach wiosłami stał młodociany przewoźnik.
786,"Oczy te, oczy wieczne, niby haki wędy zarzucały się w tonie oczu najstarszego z wędrowców, ażeby z głębi ich rybę tajemnicy wyłowić.","Oczy te, oczy wieczne, niby haki wędy zarzucały się w tonie oczu najstarszego z wędrowców, ażeby z głębi ich rybę tajemnicy wyłowić."
790,Podwórzec zamkowy wnet roić się począł jak mrowisko i czarny się stał od zbroi.,Podwórzec zamkowy wnet roić się począł jak mrowisko i czarny się stał od zbroi.
799,Rzeź coraz bezbrzeżniej szalała.,Rzeź coraz bezbrzeżniej szalała.
802,Komtur nachylił się niżej i słuchał.,Komtur nachylił się niżej i słuchał.
804,"Jazda przeszywała lasy, okrążała błota, wdzierała się na pagóry i przeszukiwała wąwozy.","Jazda przeszywała lasy, okrążała błota, wdzierała się na pagóry i przeszukiwała wąwozy."
806,"Lecz gdy Dunin zapędził się poza Żarnowieckie Jezioro, nieprzyjaciel ściągał tajemnie wszystkie swoje załogi, sprowadzał od strony Śląska nowe zaciągi, zganiał do swego obozu wszystkich podległych mu jeszcze rolników i rybaków.","Lecz gdy Dunin zapędził się poza Żarnowieckie Jezioro, nieprzyjaciel ściągał tajemnie wszystkie swoje załogi, sprowadzał od strony Śląska nowe zaciągi, zganiał do swego obozu wszystkich podległych mu jeszcze rolników i rybaków."
807,"Książę przysiadł na skórach jelenich i łosich, stosem w rogu izby zasłanych.","Książę przysiadł na skórach jelenich i łosich, stosem w rogu izby zasłanych."
811,"Zuchwała myśl człowiecza, bardziej zuchwała od wzroku, który część rojowiska wszechświatów postrzegał, chciała zagarnąć pszczoły niezliczone, pracujące od wieków w niebiesiech, marzyła o zamknięciu ich w ulu sklepionym.","Zuchwała myśl człowiecza, bardziej zuchwała od wzroku, który część rojowiska wszechświatów postrzegał, chciała zagarnąć pszczoły niezliczone, pracujące od wieków w niebiesiech, marzyła o zamknięciu ich w ulu sklepionym."
813,Wiatr go przynosi z Edessy do Rzymu.,Wiatr go przynosi z Edessy do Rzymu.
826,Zimno kośćmi wstrząsnęło.,Zimno kośćmi wstrząsnęło.
835,"Skoro zaś przezorny władca polski wyciągnął ponad te ziemie swą rękę niosącą skasowanie bezprawia, ucisku, niesprawiedliwych podatków, a podającą ziemiom i grodom swobody - brat Iwo szedł z wojskami polskimi i niósł im swą pomoc duchową.","Skoro zaś przezorny władca polski wyciągnął ponad te ziemie swą rękę niosącą skasowanie bezprawia, ucisku, niesprawiedliwych podatków, a podającą ziemiom i grodom swobody - brat Iwo szedł z wojskami polskimi i niósł im swą pomoc duchową."
838,Stały otworem przed jego oczyma otchłanie.,Stały otworem przed jego oczyma otchłanie.
842,Sen odleciał od powiek.,Sen odleciał od powiek.
844,Kielich stał się obmierzły dla wargi.,Kielich stał się obmierzły dla wargi.
845,Sława śmieszną się stała dla serca.,Sława śmieszną się stała dla serca.
846,Czyn ohydny się stał dla ramienia.,Czyn ohydny się stał dla ramienia.
867,"Lecz nowe poniósłszy porażki, po wielokroć doznawszy klęsk wojennych, niestrudzony wojownik znowu prosił o pokój.","Lecz nowe poniósłszy porażki, po wielokroć doznawszy klęsk wojennych, niestrudzony wojownik znowu prosił o pokój."
874,"Lecz wnet radość powszechna w straszne przemieniła się czucie, gdy wśród wielkich łososi, skaczących w górę po piasku, ujrzeli nieruchomego Litaka.","Lecz wnet radość powszechna w straszne przemieniła się czucie, gdy wśród wielkich łososi, skaczących w górę po piasku, ujrzeli nieruchomego Litaka."
890,Jakie aspekty wybijają się na pierwszy plan?,Jakie aspekty wybijają się na pierwszy plan?
898,Jakich lęków doświadczasz najczęściej?,Jakich lęków doświadczasz najczęściej?
912,"Jak proces rozwoju fizycznego przebiega według ustalonych reguł i prawideł, tak proces rozwoju duchowego ma także swoją dynamikę i rytm.","Jak proces rozwoju fizycznego przebiega według ustalonych reguł i prawideł, tak proces rozwoju duchowego ma także swoją dynamikę i rytm."
917,Jakie obrazy przebaczenia mają na ciebie największy wpływ w praktyce?,Jakie obrazy przebaczenia mają na ciebie największy wpływ w praktyce?
918,"Bóg daje się poznać tym, których pragnie zbawić i obdarzyć życiem wiecznym.","Bóg daje się poznać tym, których pragnie zbawić i obdarzyć życiem wiecznym."
923,"Ten Najśw. Sakrament nie tylko oznacza i przypomina nam tę miłość, ale ją urzeczywistnia i uobecnia.","Ten Najśw. Sakrament nie tylko oznacza i przypomina nam tę miłość, ale ją urzeczywistnia i uobecnia."
930,"Panie Jezu, Bóg posłał Cię na świat, abyś nie tylko uwolnił całe stworzenie od wszelkiego zła, ale również abyś wszystko przemienił, udoskonalił i przygotował na dzień, w którym całe stworzenie zostanie opromienione światłem Twego zmartwychwstania.","Panie Jezu, Bóg posłał Cię na świat, aby ś nie tylko uwolnił całe stworzenie od wszelkiego zła, ale również aby ś wszystko przemienił, udoskonalił i przygotował na dzień, w którym całe stworzenie zostanie opromienione światłem Twego zmartwychwstania."
935,Ogień szedł przed Tobą i pożerał nieprzyjaciół.,Ogień szedł przed Tobą i pożerał nieprzyjaciół.
936,"Towarzyszyły Ci błyskawice, a ziemia drżała, góry topniały jak wosk przed Twoim obliczem.","Towarzyszyły Ci błyskawice, a ziemia drżała, góry topniały jak wosk przed Twoim obliczem."
947,Bóg pragnie rozwoju i postępu dla ludzkości.,Bóg pragnie rozwoju i postępu dla ludzkości.
957,"Gdy z wiarą zbliżamy się do tajemnicy Eucharystii, witają nas aniołowie i zapraszają, abyśmy razem z nimi nie tylko adorowali Najśw. Sakrament, ale często przyjmowali Komunię św.","Gdy z wiarą zbliżamy się do tajemnicy Eucharystii, witają nas aniołowie i zapraszają, aby śmy razem z nimi nie tylko adorowali Najśw. Sakrament, ale często przyjmowali Komunię św."
963,"Mój przyjaciel mówi, że wybiera rewolucję.","Mój przyjaciel mówi, że wybiera rewolucję."
966,Podobno w takiej sytuacji - po odratowaniu i przywróceniu do życia - człowiek uczy się wszystkiego od nowa.,Podobno w takiej sytuacji - po odratowaniu i przywróceniu do życia - człowiek uczy się wszystkiego od nowa.
968,"W każdej chorobie jest jakaś tajemnica, w absolutnym zdrowiu - nieco podejrzana powierzchowność.","W każdej chorobie jest jakaś tajemnica, w absolutnym zdrowiu - nieco podejrzana powierzchowność."
983,"Lekcja kończy się rozczarowaniem, ale mistrz wydaje się daleki od rezygnacji.","Lekcja kończy się rozczarowaniem, ale mistrz wydaje się daleki od rezygnacji."
989,"Taka wersja zadowoliłaby tych wszystkich, którym miłość i śmierć wydają się najlepszym rozwiązaniem zarówno romansu, jak i tragedii.","Taka wersja zadowoliła by tych wszystkich, którym miłość i śmierć wydają się najlepszym rozwiązaniem zarówno romansu, jak i tragedii."
993,"Prawie wszyscy komentatorzy dowodzą, że Orfeusz nie ponosi winy za utratę Eurydyki.","Prawie wszyscy komentatorzy dowodzą, że Orfeusz nie ponosi winy za utratę Eurydyki."
1006,W obliczu cierpienia człowiek umie zachowywać kamienny spokój.,W obliczu cierpienia człowiek umie zachowywać kamienny spokój.
1009,Samo uznanie jej istnienia wymaga niemal religijnej wiary.,Samo uznanie jej istnienia wymaga niemal religijnej wiary.
1012,"Tradycja nie wygasła - przepisywano potem Dziady, na scenie wystawione dopiero przez Wyspiańskiego!","Tradycja nie wygasła - przepisywano potem Dziady, na scenie wystawione dopiero przez Wyspiańskiego!"
1017,"Trwoni godziny, tygodnie, lata w bezsensownej pogoni za pozorami.","Trwoni godziny, tygodnie, lata w bezsensownej pogoni za pozorami."
1022,W niektórych przekazach pląsająca nad rzeką młoda dziewczyna staje się tancerką.,W niektórych przekazach pląsająca nad rzeką młoda dziewczyna staje się tancerką.
1024,Takie wyjaśnienie czyniłoby z Eurydyki istotę bardziej uduchowioną i nadawało mniej prozaiczny wymiar jej śmierci.,Takie wyjaśnienie czyniło by z Eurydyki istotę bardziej uduchowioną i nadawało mniej prozaiczny wymiar jej śmierci.
1032,Według często spotykanej interpretacji główny konflikt arcydzieła Sofoklesa wynika ze starcia racji jednostki i prawa państwowego.,Według często spotykanej interpretacji główny konflikt arcydzieła Sofoklesa wynika ze starcia racji jednostki i prawa państwowego.
1033,Takie postawienie sprawy wydaje się oczywistym nieporozumieniem.,Takie postawienie sprawy wydaje się oczywistym nieporozumieniem.
1053,Bo na nic nie ma czasu.,Bo na nic nie ma czasu.
1056,Powstrzymało go pytanie.,Powstrzymało go pytanie.
1059,"Służący sprząta właśnie nakrycia, gdzieś na piętrze ktoś ćwiczy na klawesynie sarabandę Angleberta, wiatr szeleści stronicami niedoczytanej książki.","Służący sprząta właśnie nakrycia, gdzieś na piętrze ktoś ćwiczy na klawesynie sarabandę Angleberta, wiatr szeleści stronicami niedoczytanej książki."
1074,"Martwe ciało spoczywające w publicznym miejscu, bez pochówku, obraża bogów.","Martwe ciało spoczywające w publicznym miejscu, bez pochówku, obraża bogów."
1085,"Lektura książek zawsze przebiega w cieniu biblioteki, w zgiełku różnych głosów.","Lektura książek zawsze przebiega w cieniu biblioteki, w zgiełku różnych głosów."
1087,"Skoro nie pojawiła się jeszcze futurystyczna myśl o odrzuceniu złożonej z arcydzieł tradycji, przeszłość sprawiać musi niekiedy kłopot.","Skoro nie pojawiła się jeszcze futurystyczna myśl o odrzuceniu złożonej z arcydzieł tradycji, przeszłość sprawiać musi niekiedy kłopot."
1088,"W wersji Procesu, którą prawie dwadzieścia lat po śmierci Franza Kafki ogłosił Albert Camus, rzeczywistość wydaje się bardziej wiarygodna, mniej oniryczna, ale równie absurdalna.","W wersji Procesu, którą prawie dwadzieścia lat po śmierci Franza Kafki ogłosił Albert Camus, rzeczywistość wydaje się bardziej wiarygodna, mniej oniryczna, ale równie absurdalna."
1089,"Czytelnik ma prawo nie wierzyć, że znajdzie się kiedykolwiek na miejscu Józefa K., w rolę Meursaulta wcielić się może niejeden z nas.","Czytelnik ma prawo nie wierzyć, że znajdzie się kiedykolwiek na miejscu Józefa K., w rolę Meursaulta wcielić się może niejeden z nas."
1093,Wysoko urodzony arystokrata i nieślubny syn księdza mówią dokładnie to samo.,Wysoko urodzony arystokrata i nieślubny syn księdza mówią dokładnie to samo.
1094,Nie wszyscy znawcy antyku zgodziliby się z taką oceną.,Nie wszyscy znawcy antyku zgodzili by się z taką oceną.
1095,"Ich zdaniem, najwcześniejszy wariant mitu skłaniać miał do optymizmu.","Ich zdaniem, najwcześniejszy wariant mitu skłaniać miał do optymizmu."
1100,"Portretowany władca stoi tu ubrany we wspaniały płaszcz królewski, podbity gronostajami, na szyi ma insygnia Orderu Świętego Jerzego, w prawej dłoni trzyma obnażony długi miecz.","Portretowany władca stoi tu ubrany we wspaniały płaszcz królewski, podbity gronostajami, na szyi ma insygnia Orderu Świętego Jerzego, w prawej dłoni trzyma obnażony długi miecz."
1105,"Z wielką pewnością siebie pani M. oznajmia, że wszystkie syntezy, podręczniki, leksykony to tak zwane bryki.","Z wielką pewnością siebie pani M. oznajmia, że wszystkie syntezy, podręczniki, leksykony to tak zwane bryki."
1110,"Kanon objawia się także poprzez pisarską świadomość, która sprawia, że w danym okresie jedni twórcy zyskują status klasyków, inni zaś - stają się przeciwnikami, których poetykę, styl, a czasem manierę młodsze pokolenie stara się przezwyciężyć.","Kanon objawia się także poprzez pisarską świadomość, która sprawia, że w danym okresie jedni twórcy zyskują status klasyków, inni zaś - stają się przeciwnikami, których poetykę, styl, a czasem manierę młodsze pokolenie stara się przezwyciężyć."
1122,"A potem wypiera go inny autor, który to samo powie na 120 stronach.","A potem wypiera go inny autor, który to samo powie na 120 stronach."
1129,"Radio podaje, że wcześniejsze wiadomości brzmiały ""nazbyt katastroficznie"", bo Neapol da się chyba uratować.","Radio podaje, że wcześniejsze wiadomości brzmiały ""nazbyt katastroficznie"", bo Neapol da się chyba uratować."
1130,Rzymska kopia starożytnego reliefu wciąż spoczywa na swoim miejscu.,Rzymska kopia starożytnego reliefu wciąż spoczywa na swoim miejscu.
1133,Kobiety używają ich często jako wypróbowanego instrumentu nacisku.,Kobiety używają ich często jako wypróbowanego instrumentu nacisku.
1134,"Bezradność okazuje się w pewnych sytuacjach skuteczniejsza niż opór, dlatego warto ją czasem manifestować.","Bezradność okazuje się w pewnych sytuacjach skuteczniejsza niż opór, dlatego warto ją czasem manifestować."
1135,Ale również łzy męskie - o ile nie budzą reakcji tak zdecydowanych jak śmiech czy pogarda - mogą skłaniać do litości.,Ale również łzy męskie - o ile nie budzą reakcji tak zdecydowanych jak śmiech czy pogarda - mogą skłaniać do litości.
1137,Z najsłabszego wiersza wyłania się zawsze jakiś obraz.,Z najsłabszego wiersza wyłania się zawsze jakiś obraz.
